0	0.75	-0.15625	-0.59375	0.4375	0.8125	1.9688	-1.125	2.0625	3.1563
1	-1.75	2.3438	1.4063	-0.0625	36.813	-7.0313	1.875	2.0625	3.1563
2	-0.25	0.84375	3.4063	-3.5625	-2.6875	22.969	-0.125	-3.4375	1.1563
3	-0.25	-0.15625	-0.59375	-1.0625	-0.6875	-1.0313	-0.125	11.563	-0.84375
4	-1.25	0.34375	0.40625	0.9375	-1.6875	-1.0313	1.875	0.0625	2.6563
5	1.25	0.34375	-0.09375	2.4375	-1.6875	-1.0313	0.375	0.5625	0.65625
6	0.75	-2.1563	-0.09375	-0.0625	-0.1875	-1.0313	1.375	0.5625	0.15625
7	-0.25	1.8438	-0.59375	0.9375	-0.6875	-2.0313	3.375	2.5625	2.1563
8	-1.25	1.8438	1.9063	1.4375	-2.1875	-0.03125	0.875	2.0625	2.6563
9	0.25	-0.15625	0.40625	-2.0625	1.3125	-2.5313	-0.125	1.5625	0.65625
10	-1.75	-0.65625	2.9063	0.4375	-1.6875	0.46875	-1.125	-0.4375	-0.34375
11	1.25	2.8438	-0.59375	0.4375	-1.6875	0.96875	0.375	0.0625	2.6563
12	1.75	-0.65625	-2.5938	1.4375	-1.1875	1.4688	-0.625	1.0625	0.15625
13	1.75	-0.15625	-0.59375	2.4375	0.8125	0.46875	1.375	-0.9375	-0.84375
14	-1.25	1.8438	-1.0938	0.9375	-0.6875	3.4688	1.875	-0.9375	0.15625
15	0.25	-0.15625	-0.59375	-0.5625	1.3125	-0.53125	0.875	4.0625	0.65625
16	0.25	-0.65625	1.4063	1.4375	-0.6875	-1.5313	0.375	-2.4375	-0.34375
17	-1.25	-0.15625	-1.0938	-1.0625	-0.1875	-2.0313	-1.625	1.0625	-0.34375
18	-0.25	0.84375	0.40625	-1.0625	3.3125	-1.0313	-0.625	1.0625	0.65625
19	0.25	-1.1563	1.9063	-0.0625	-1.1875	-2.5313	0.375	-2.9375	0.65625
20	-1.25	0.34375	-1.0938	1.4375	-1.6875	1.4688	-0.125	-0.9375	0.65625
21	-1.25	-1.6563	-1.0938	0.4375	-1.1875	2.4688	0.375	0.0625	-0.34375
22	1.25	0.34375	-0.09375	0.9375	-0.65625	-2.0313	-0.125	-0.9375	-0.84375
23	-0.25	-0.65625	-2.0938	-0.0625	-0.6875	-0.03125	-0.625	-0.9375	-1.8438
24	0.25	-0.15625	-1.5938	-0.0625	1.3125	-1.5313	-1.625	2.0625	-3.8438
25	0.75	-0.15625	0.40625	-0.5625	-2.6875	-1.0313	-0.125	0.5625	0.65625
26	3.25	-1.6563	0.40625	-2.0625	-0.6875	0.96875	-1.125	0.0625	-1.3438
27	-1.75	-1.1563	-0.59375	-1.0625	0.8125	-0.53125	-2.625	1.0625	-0.34375
28	-0.75	2.3438	0.40625	2.4375	-1.6875	-0.03125	-0.125	-0.4375	1.1563
29	-1.75	0.34375	-1.0938	-0.5625	-2.1875	0.96875	0.375	-4.4375	-0.34375
30	-0.25	-0.65625	-1.0938	1.9375	-0.1875	0.46875	-0.125	-2.4375	-1.8438
31	2.25	-0.65625	1.4063	-0.0625	-2.1875	-1.0313	0.375	-2.9375	0.15625
32	1.75	0.34375	0.90625	0.9375	-1.1875	-2.0313	-1.125	-1.4375	0.65625
33	-0.75	-4.1563	-3.0938	-0.5625	0.3125	-2.0313	-0.625	-0.9375	-3.8438
34	1.25	0.84375	0.40625	-0.0625	-0.6875	-1.0313	1.375	0.0625	-1.8438
35	-0.75	1.3438	1.9063	-2.5625	-1.1875	-2.5313	-0.625	1.0625	-1.3438
36	-0.75	-3.6563	-0.59375	-1.5625	-0.6875	1.4688	-1.625	0.0625	0.15625
37	0.75	0.34375	-1.0938	-0.0625	-3.6875	-1.0313	-1.125	-4.4375	0.15625
38	-0.75	0.84375	1.4063	-1.0625	-3.1875	-1.5313	-0.625	-3.4375	-2.3438
39	-1.25	-0.65625	-0.09375	-2.0625	-7.1875	-1.0313	-0.625	-2.4375	-3.3438
40	0.25	0.34375	-0.59375	-1.5625	-1.1875	-2.5313	-0.625	-2.4375	-0.34375
41	-0.25	1.8438	0.40625	-0.5625	-3.6875	-1.0313	1.375	-1.4375	-1.3438
42	-0.25	-1.6563	0.90625	-1.5625	-1.6875	-3.0313	-1.625	-0.9375	-2.3438
43	0.25	-0.15625	-2.5938	-0.0625	-2.1875	-2.0313	-2.125	-1.4375	-1.8438
44	-3.25	0.34375	0.40625	-0.5625	-2.1875	0.96875	-0.625	1.0625	-1.3438
45	0.25	-0.15625	0.40625	-0.0625	-2.1875	-2.0313	-3.625	-1.4375	-2.3438
46	-0.25	-2.1563	-0.59375	-1.5625	-3.6875	-3.5313	-1.125	-4.9375	-0.84375
47	0.75	-0.15625	-2.0938	-1.0625	-3.6875	-2.0313	-4.125	-1.9375	-1.8438
48	0.25	-0.65625	-0.59375	-1.5625	0.3125	-0.03125	-1.125	-1.4375	-2.8438
49	1.25	-0.65625	-1.0938	-0.5625	0.3125	-2.0313	-1.625	-4.9375	-2.8438
50	-1.25	0.84375	-1.0938	-2.0625	-2.6875	-1.5313	-1.125	-1.4375	-0.34375
51	-0.75	-0.65625	-1.5938	-1.0625	0.3125	-1.0313	-2.625	-0.9375	-0.34375
52	-1.25	0.34375	2.9063	-1.5625	-1.1875	-3.5313	-1.625	-3.9375	-1.8438
53	0.75	-0.65625	-1.5938	-3.0625	-3.1875	-1.0313	-3.625	-3.4375	-1.8438
54	0.75	-1.6563	-1.5938	-2.5625	-0.6875	-2.0313	-0.625	-2.4375	-2.8438
55	1.25	1.3438	-1.0938	-0.5625	-2.1875	-3.0313	-1.125	-2.9375	-1.8438
56	-0.75	0.84375	-1.5938	-0.0625	-3.1875	-0.53125	-2.125	-4.9375	-4.3438
57	-0.75	-1.1563	-3.0938	-1.5625	-2.6875	-1.5313	-1.125	-3.4375	-4.3438
58	0.25	1.3438	0.40625	-0.5625	-2.1875	-3.5313	0.375	-0.4375	-3.8438
59	-2.75	-1.6563	-1.0938	-3.5625	-2.6875	-3.0313	-2.125	-3.4375	-3.3438
60	-0.75	0.34375	0.40625	-2.0625	-1.1875	-3.5313	-2.625	-0.4375	-3.3438
61	1.75	0.34375	3.9063	-0.0625	0.3125	-3.5313	-2.125	-2.9375	-1.8438
62	2.75	0.84375	-0.59375	-1.5625	-1.1875	-2.0313	-4.125	-3.9375	-4.3438
63	-0.75	-3.1563	-2.5938	-3.0625	0.3125	-2.5313	-3.125	-1.9375	-2.3438
64	1.75	0.84375	-0.59375	0.9375	-3.6875	-1.0313	-0.625	-2.9375	-1.8438
65	-0.25	-0.65625	-0.09375	-1.0625	-3.6875	-0.53125	-2.125	-4.9375	-2.8438
66	1.75	-0.65625	-3.5938	-2.5625	-2.1875	-1.5313	-3.125	-5.9375	-7.8438
67	0.25	-0.15625	-0.59375	-1.0625	-3.1875	-3.0313	-1.625	-2.4375	-5.8438
68	0.75	-1.6563	-0.09375	-2.0625	-2.1875	-1.0313	-2.125	-2.4375	-4.3438
69	0.75	0.34375	-2.5938	-3.0625	-1.6875	-4.5313	-3.125	-1.4375	-5.8438
70	-0.25	0.34375	-0.59375	-2.0625	-4.1875	-6.0313	1.875	-2.4375	-3.8438
71	-0.75	1.3438	0.40625	-2.5625	-1.6875	-1.0313	-2.125	-1.9375	-3.3438
72	-0.25	-0.15625	-0.09375	-2.5625	-2.6875	-3.0313	-3.625	-0.9375	-3.8438
73	0.75	-1.6563	-1.5938	-2.5625	-3.6875	-4.5313	-3.625	-3.9375	-3.8438
74	-0.75	-0.15625	-0.59375	-0.0625	-2.1875	-2.5313	-3.125	-3.4375	-3.8438
75	1.75	-3.1563	-1.0938	-0.5625	-2.6875	-3.5313	-3.125	-4.4375	-3.8438
76	-0.25	-0.65625	-1.0938	-0.5625	-1.6875	-4.5313	-2.125	-5.9375	-4.3438
77	0.25	0.34375	0.40625	-2.5625	-3.1875	-3.5313	-2.625	-1.9375	-4.8438
78	2.25	-2.1563	-1.0938	-3.0625	-1.6875	-3.0313	-3.625	0.5625	-2.8438
79	1.75	0.84375	-1.5938	-2.0625	-4.6875	-3.0313	-3.625	-3.4375	-2.3438
80	-3.25	1.8438	-0.59375	-3.5625	-4.6875	-3.0313	-4.625	-3.9375	-3.8438
81	-0.75	-0.15625	-0.09375	-0.5625	-0.6875	-2.5313	-2.625	-3.4375	-5.3438
82	1.25	1.3438	0.90625	-0.5625	-5.1875	-2.0313	-2.625	-4.9375	-4.3438
83	-0.75	0.34375	0.40625	-1.0625	-3.6875	-2.5313	-1.625	-4.4375	-4.8438
84	0.75	-2.6563	-2.0938	-1.0625	-2.6875	-0.03125	-0.625	-2.9375	-4.3438
85	1.25	-1.1563	0.40625	-1.0625	-2.6875	-7.0313	-0.625	-2.4375	-4.3438
86	-1.25	-0.15625	-0.09375	-5.0625	-3.6875	-3.5313	-4.625	-2.9375	-3.8438
87	1.25	-3.1563	-2.0938	-3.0625	-2.6875	-3.0313	-3.125	-2.9375	-3.3438
88	-0.25	-0.15625	-0.09375	-0.5625	-3.6875	-3.0313	-3.125	-4.9375	-2.8438
89	0.75	-2.6563	-2.5938	-1.5625	-3.1875	-3.0313	-5.125	-4.4375	-3.3438
90	-0.25	-2.6563	0.40625	-1.0625	-2.6875	-2.5313	-3.125	-4.4375	-4.8438
91	1.75	-0.15625	0.90625	-1.0625	-1.6875	-3.0313	-3.125	-4.4375	-4.8438
92	0.75	0.84375	-3.5938	-2.5625	-3.6875	-2.0313	-3.625	-5.4375	-4.3438
93	0.25	-3.1563	-2.0938	-3.0625	-3.6875	-3.0313	-3.125	-3.9375	-6.3438
94	1.75	1.3438	2.4063	-1.0625	-3.6875	-5.0313	-2.125	-3.9375	-5.3438
95	-3.25	-1.1563	-0.09375	-3.0625	-3.1875	-4.5313	-4.125	-4.9375	-3.8438
96	0.25	-1.1563	-3.5938	-4.0625	-3.1875	-5.0313	-3.125	-4.9375	-3.8438
97	0.25	-0.65625	-0.59375	-1.0625	-2.1875	-5.5313	-3.125	-3.4375	-4.3438
98	1.75	0.84375	-0.59375	-1.0625	-0.6875	-2.5313	-4.625	-4.9375	-3.8438
99	-2.25	-2.1563	-4.0938	-4.0625	-2.6875	-6.0313	-7.125	-5.9375	-4.3438
100	-0.25	0.34375	-1.0938	-0.0625	-4.1875	-3.5313	-2.125	-6.9375	-3.3438
101	-1.25	-2.1563	0.40625	-2.5625	-3.6875	-2.0313	-2.125	-3.9375	-4.8438
